time,tavg,tmin,tmax,prcp
12/8/2020,24.2,17.2,32,0
12/9/2020,24.1,17.6,30.8,0
12/10/2020,23.6,20.2,30,0
12/11/2020,23.4,16.3,30.8,0
12/12/2020,23.2,17.8,30.6,0
12/13/2020,23.8,17.5,31,0
12/14/2020,24.2,19.4,30,0
12/15/2020,24,19.2,30,0
12/16/2020,23.4,18,30,0
12/17/2020,23.3,17.8,29.4,0
12/18/2020,22.5,17.6,28,0
12/19/2020,20.4,17,27,0
12/20/2020,19.2,13.9,27,0
12/21/2020,19.2,12.3,27,0
12/22/2020,19,11.7,27.4,0
12/23/2020,19.4,12.4,27.4,0
12/24/2020,20,13.8,28,0
12/25/2020,20.1,14,27.8,0
12/26/2020,19.7,13.8,27,0
12/27/2020,19.4,12.2,27.2,0
12/28/2020,20.4,13.2,28.6,0
12/29/2020,21.6,15.2,30.2,0
12/30/2020,21.1,16,28.2,0
12/31/2020,20.4,13.8,28,0
1/1/2021,20.3,14.8,28,0
1/2/2021,20.2,14,28,0
1/3/2021,20.9,14.5,29.4,0
1/4/2021,21.1,12.9,30.2,0
1/5/2021,22.3,14,30,0
1/6/2021,23.8,15.9,33,0
1/7/2021,24.8,19.3,32.8,0
1/8/2021,22.7,18,32.6,0
1/9/2021,24.6,16.8,32,0
1/10/2021,25.2,18.3,32.8,0
1/11/2021,26.2,19.8,33.6,0
1/12/2021,25.6,19.5,32.2,0.1
1/13/2021,25.2,22,31.6,0.1
1/14/2021,23.8,21,29,0.2
1/15/2021,22.8,18.6,30,0
1/16/2021,21.3,16,28.6,0
1/17/2021,21.3,16.6,27.6,0
1/18/2021,21.2,16,28.2,0
1/19/2021,22.9,15.8,31,0
1/20/2021,25.7,18.6,33,0
1/21/2021,23.1,19,29.8,0
1/22/2021,22.4,15,30.6,0
1/23/2021,24,17.6,31.4,0
1/24/2021,25,17.9,32.6,0
1/25/2021,25.8,20,32.2,0
1/26/2021,24.4,22,29.4,1.1
1/27/2021,22.4,19.6,28.6,0
1/28/2021,22,16.5,29,0
1/29/2021,22.3,15.6,29.6,0
1/30/2021,22.6,17.8,28.4,0.6
1/31/2021,21.1,16.8,27.4,0
2/1/2021,20.3,13.8,28,0
2/2/2021,20.8,13,29.8,0
2/3/2021,21.6,13.3,30.4,0
2/4/2021,21.8,14.7,31,0
2/5/2021,21.9,13,31.2,0
2/6/2021,23.6,14.5,33,0
2/7/2021,22.9,17,30,0
2/8/2021,22.2,15.8,30.4,0
2/9/2021,22.6,14.2,31,0
2/10/2021,24.7,15.4,32.4,0
2/11/2021,24.3,16.8,34,0
2/12/2021,24.7,18.9,33,0
2/13/2021,24.6,18,33,0
2/14/2021,25.2,16.4,34.4,0
2/15/2021,26.2,17.5,35.2,0
2/16/2021,26.8,19.3,36,0
2/17/2021,25.2,19.4,32.4,0.1
2/18/2021,25.7,18,33.2,0
2/19/2021,26.9,20,31.4,0
2/20/2021,24.4,21.6,28,0
2/21/2021,20.7,18.5,33,0
2/22/2021,25.4,16.2,35.4,0
2/23/2021,26.5,17.1,37,0
2/24/2021,26.3,16.8,37.4,0
2/25/2021,27.3,17,39,0
2/26/2021,28.4,17,39.2,0
2/27/2021,29.4,19,39.6,0
2/28/2021,29.3,23.2,39.6,0
3/1/2021,28.9,23.4,38.8,0
3/2/2021,28.8,24,38.4,0
3/3/2021,27.8,20,36,0
3/4/2021,28.7,22.8,37.8,0
3/5/2021,28.5,21.2,39,0
3/6/2021,28.7,20,40,0
3/7/2021,28.6,21.6,38,0
3/8/2021,27.6,24,34.6,0
3/9/2021,27.3,21.4,36,0
3/10/2021,27.3,22.5,34.4,0
3/11/2021,28.1,24,35,0
3/12/2021,27.7,24,34.6,0
3/13/2021,28,23,34.8,0
3/14/2021,27.5,21,35.2,0
3/15/2021,28.5,24,35.8,0
3/16/2021,29.4,22,38.8,0
3/17/2021,29.3,23,38,0
3/18/2021,29.5,25,37.4,0
3/19/2021,29.3,23,38.4,0
3/20/2021,29.9,23,38,0
3/21/2021,31.3,24,39.4,0
3/22/2021,31.2,26,39.6,0
3/23/2021,30.3,25,38.4,0
3/24/2021,30.8,24.4,39.4,0.2
3/25/2021,30.8,24,40,0
3/26/2021,30.3,24,39.4,0
3/27/2021,29.3,21,38.8,0
3/28/2021,28.8,22.8,36.8,0.2
3/29/2021,30.4,26,40,0
3/30/2021,30.5,26,38.8,0
3/31/2021,32.2,25,42,0
4/1/2021,30.6,26,39.4,0
4/2/2021,30.7,27,38,0
4/3/2021,30,26,36.4,0.1
4/4/2021,30.4,24,38.8,0.1
4/5/2021,29.3,23.8,36.2,0
4/6/2021,29.5,25,36,0
4/7/2021,29.3,26,35,0
4/8/2021,29.4,23.6,35,0
4/9/2021,28.4,21,34,2
4/10/2021,28.1,23.5,35,0
4/11/2021,30,26,37.8,0
4/12/2021,30.2,26,37.4,0.1
4/13/2021,30.7,27,38.6,0
4/14/2021,30.8,27,37.2,0
4/15/2021,30.3,25.4,39,0
4/16/2021,30.3,25,38,0
4/17/2021,30.5,26,37.6,0
4/18/2021,29.5,24,36.6,0
4/19/2021,30.9,23,40.2,0
4/20/2021,31.2,27,38.8,0
4/21/2021,31.1,28,37.8,0.4
4/22/2021,29.3,27,33,1.1
4/23/2021,30.8,26,37.8,0.6
4/24/2021,32.3,26,41.6,0
4/25/2021,32.5,27,42.4,0
4/26/2021,32,27,41,0
4/27/2021,31.8,28,41,0
4/28/2021,31.5,28,38,0
4/29/2021,30.9,27,36.8,0
4/30/2021,30.9,28,37.2,0.6
5/1/2021,29.8,21.4,38.8,5.1
5/2/2021,29.4,25,39.2,0
5/3/2021,30.4,23.4,38.6,0
5/4/2021,28.3,26,31,1.9
5/5/2021,29.7,24.6,36,8
5/6/2021,30.8,26,38,0.1
5/7/2021,30.1,25,39,0.5
5/8/2021,29.6,25,39.4,0.6
5/9/2021,31,27,36.8,0.1
5/10/2021,29.8,22.1,36.6,32
5/11/2021,26,23,35.8,0
5/12/2021,29.7,22.1,35.8,17
5/13/2021,26.2,23,35.6,0
5/14/2021,29.8,22.5,35,33
5/15/2021,30.6,27.5,36.2,0
5/16/2021,31.2,28,36.2,0
5/17/2021,31.9,28,38.2,0
5/18/2021,32.3,28.8,38.8,0
5/19/2021,32.1,29,38.6,0
5/20/2021,32.1,29,38.2,0
5/21/2021,30,25,37.8,4.1
5/22/2021,29.3,26.4,34,7.3
5/23/2021,31.8,25,37,0
5/24/2021,28.9,25,35,3
5/25/2021,25.1,23.4,27,37.1
5/26/2021,26.4,22.7,28,39.9
5/27/2021,29.8,24.2,35,8.9
5/28/2021,30.9,27,34.6,0
5/29/2021,31.2,28,35.4,0
5/30/2021,31.3,29,35.8,0
5/31/2021,31.6,28.6,36.4,0
6/1/2021,31.3,27,37.4,0.1
6/2/2021,28.4,24,33.2,26.7
6/3/2021,29.6,24.4,35,4.8
6/4/2021,31.5,28,37,4.7
6/5/2021,31.7,29,37.4,0
6/6/2021,31.5,28,38.2,0.1
6/7/2021,30.4,25,37,0
6/8/2021,30.2,27,37,0.1
6/9/2021,28.4,24.8,33,0
6/10/2021,28.6,25.5,31.8,0
6/11/2021,29.2,27,32,8.6
6/12/2021,28.1,25,34,52.1
6/13/2021,27.3,25,29,17
6/14/2021,27.4,26,31,10.9
6/15/2021,29.4,25.4,32,2
6/16/2021,28.1,25,32,0
6/17/2021,27.9,24.9,30,3
6/18/2021,27.8,26.6,30,1
6/19/2021,28.4,25.8,30,2
6/20/2021,29.7,25,35,0
6/21/2021,30.7,25.2,35,30
6/22/2021,26.7,24,31,0
6/23/2021,26.2,22.9,28,113
6/24/2021,28.9,24.6,33,7.9
6/25/2021,29.9,25.9,34.4,0
6/26/2021,29,25.3,32,3.8
6/27/2021,29.6,27,33,6.8
6/28/2021,29.3,27,33.4,0.6
6/29/2021,30.4,28,34.8,2.7
6/30/2021,29.2,27,35.8,0.5
7/1/2021,29.8,26.2,35.4,0
7/2/2021,28,25,35.2,25.4
7/3/2021,28.3,25.6,31,1.9
7/4/2021,29,26,34.2,3.8
7/5/2021,29.6,26,33.9,6.1
7/6/2021,30,26.4,34,8.9
7/7/2021,29.2,26,33.6,0
7/8/2021,27.9,25,31.4,11.6
7/9/2021,28.9,26,34,0
7/10/2021,29.7,25.5,34,14
7/11/2021,28.9,26.9,32.8,0
7/12/2021,28.7,25.8,32,16
7/13/2021,27.4,25,30,6.1
7/14/2021,28.7,25.5,32.4,19.1
7/15/2021,29.4,26.1,33.6,2
7/16/2021,29.9,26.5,34.6,0.3
7/17/2021,30.2,26.5,34.8,0
7/18/2021,30.6,28,35,0.7
7/19/2021,29.8,25.4,35.4,3.2
7/20/2021,28.7,25,34,10.8
7/21/2021,28,25.4,31,12.1
7/22/2021,28,25.4,31.8,15.5
7/23/2021,27.4,25.4,29,35.1
7/24/2021,29.4,25,33,3
7/25/2021,29.1,27,33,0
7/26/2021,29.8,26.6,32,6.1
7/27/2021,27.5,27,29,0.3
7/28/2021,27,24.4,30,3
7/29/2021,26.3,24.2,28,6.1
7/30/2021,27,24.5,29,2
7/31/2021,28.9,25.1,32,0.5
8/1/2021,28.3,25.6,33,0
8/2/2021,29.1,25,33,10.9
8/3/2021,29.2,25.6,31,1
8/4/2021,29.2,26.2,32,0
8/5/2021,29.2,27,32,0
8/6/2021,29.8,25.5,33.6,1
8/7/2021,29.5,25.6,33,1
8/8/2021,29.7,26.3,33.8,3
8/9/2021,29.1,26,34,0
8/10/2021,29.1,25.7,35,23.1
8/11/2021,28.9,25.4,34.6,46
8/12/2021,30.1,26.6,35,0
8/13/2021,29.8,26,34.2,0
8/14/2021,28.2,25.5,32.8,0
8/15/2021,29.7,25.2,34,11.9
8/16/2021,28.1,27,32.4,0
8/17/2021,27.9,25.8,30,7.9
8/18/2021,27.8,25.6,29.4,0.5
8/19/2021,27.8,25.6,31.2,0.8
8/20/2021,26.9,25,30,1
8/21/2021,28.8,25,32.6,25.9
8/22/2021,29.6,25.6,33.6,7.1
8/23/2021,28.3,25.6,34,0
8/24/2021,28.1,24,34,21.1
8/25/2021,28.2,24.4,34.2,41.9
8/26/2021,27.8,24.9,34,9.9
8/27/2021,27.9,24.5,32.2,23.1
8/28/2021,27.6,25,31.2,4.1
8/29/2021,28.5,26,32,35.1
8/30/2021,27.9,24.9,31.2,3
8/31/2021,28.4,25.5,32.8,8.9
9/1/2021,28.1,25.5,33,2
9/2/2021,28.9,25.2,32.8,30
9/3/2021,28.8,25.5,33.2,0
9/4/2021,28.3,25,34,5.9
9/5/2021,27.7,25,33,10.5
9/6/2021,27.6,26,31,16.8
9/7/2021,28,26,31,8.1
9/8/2021,27.8,24.6,31,21.1
9/9/2021,28.2,25.6,32,6.1
9/10/2021,28.9,25.6,32.4,0
9/11/2021,28,25.5,31.8,0
9/12/2021,25.8,25,27.8,14
9/13/2021,25.8,23.2,27.2,199.9
9/14/2021,28.1,24.4,29.2,54.1
9/15/2021,28.3,25.6,32,23.9
9/16/2021,28.4,25.4,32,1
9/17/2021,27.8,25,32,0
9/18/2021,27.6,24.8,32,4.1
9/19/2021,26.7,24.4,31.8,37.1
9/20/2021,27.8,24.5,33,34
9/21/2021,27.7,25.8,30,0
9/22/2021,28.3,25,32,7.8
9/23/2021,28.2,26,32.8,0.3
9/24/2021,28.8,25.4,33,0.8
9/25/2021,29.6,25,34,3
9/26/2021,26.6,25,28.2,2
9/27/2021,26.8,25.1,29.6,15
9/28/2021,27.7,24.5,31,13
9/29/2021,27.7,24.7,30,0
9/30/2021,28.8,25.2,33,0.3
10/1/2021,28.9,25.2,32.6,0
10/2/2021,29.6,26.6,33.8,0.5
10/3/2021,29.5,26,34,5.1
10/4/2021,28.3,26,33.4,6.6
10/5/2021,29.4,26,34,3.2
10/6/2021,28.3,26,32,2.9
10/7/2021,28.8,25.8,34,1
10/8/2021,29.4,25.6,34,0
10/9/2021,28.7,26,33,1.2
10/10/2021,29.1,26.4,33,1.8
10/11/2021,28.8,26,32.4,0.8
10/12/2021,29.2,26,34,2.2
10/13/2021,29,26,32.6,0.1
10/14/2021,28.3,26.8,31,7.5
10/15/2021,27.7,25.5,31,5.1
10/16/2021,25.8,24.8,29,6.1
10/17/2021,25.8,23.7,29,14
10/18/2021,27.2,24.5,30,22.1
10/19/2021,26.8,24.1,29,2
10/20/2021,27.9,24.7,31,9.9
10/21/2021,28.7,25,33,0
10/22/2021,27.4,23,33,0
10/23/2021,26.4,20.8,32,0
10/24/2021,26.3,22,32,0
10/25/2021,26,22,31,0
10/26/2021,26.7,23,31,0
10/27/2021,27.4,24,31,0.2
10/28/2021,26.4,24,28,0
10/29/2021,26.9,24,29,0
10/30/2021,27.3,24,31,0
10/31/2021,26,23,30.2,0
11/1/2021,26.4,22,30.4,0.3
11/2/2021,25.3,22.4,28,6.7
11/3/2021,26,22.8,30,1.2
11/4/2021,25.9,22,31,0
11/5/2021,25.4,22,30,0
11/6/2021,24.6,20.8,31,0
11/7/2021,23,18,30,0
11/8/2021,23,18,30,0
11/9/2021,23.5,18,30,0
11/10/2021,24.5,19.4,30,0
11/11/2021,24.3,21,28,0
11/12/2021,24.8,23,27,16.8
11/13/2021,24.3,22.8,25.4,33
11/14/2021,25.4,22.2,30,6.1
11/15/2021,24.3,22.8,28,7.1
11/16/2021,24.1,21.4,26,14
11/17/2021,23.9,21.6,28,0.5
11/18/2021,24.2,19.5,29,0
11/19/2021,24.8,21,29,0
11/20/2021,25.6,22,28.6,0
11/21/2021,26.4,23,31,0.8
11/22/2021,27.1,23.8,32,0
11/23/2021,27.2,23.2,33,16
11/24/2021,25.3,23,29,0
11/25/2021,25.4,21,30,0
11/26/2021,25.2,20.6,30,0
11/27/2021,24.3,22,29,0
11/28/2021,22.4,19,28,0
11/29/2021,21.4,16.2,28,0
11/30/2021,21.2,16,27,0
12/1/2021,21,16,28,0
12/2/2021,21.9,16,28,0
12/3/2021,22.1,18,26,3
12/4/2021,19.9,18.4,21,13
12/5/2021,21.4,19,22,41.9
12/6/2021,23.7,20.4,26,14
12/7/2021,23.6,19.4,29,0
12/8/2021,23.3,20,27,0
12/9/2021,20.9,19,23.6,0
12/10/2021,23.8,17.6,29,0.5
12/11/2021,24,19.6,29,0
12/12/2021,22.9,20,27,0
12/13/2021,21.8,18.4,26.2,0
12/14/2021,20.5,16,26,0
12/15/2021,19.7,15,25,0
12/16/2021,19.1,15,25,0
12/17/2021,18.3,12,25,0
12/18/2021,19.6,14,27,0
12/19/2021,19.7,15,25.4,0
12/20/2021,17.6,13,24,0
12/21/2021,16.5,11,24,0
12/22/2021,17.1,10,25,0
12/23/2021,17.7,11,26,0
12/24/2021,18.9,12,26,0
12/25/2021,20.5,15,27.2,0
12/26/2021,21.9,18,26.8,0.7
12/27/2021,22.7,19,28,1.4
12/28/2021,22.9,20,27.2,0.3
12/29/2021,21.6,17.8,26.6,0.3
12/30/2021,21.9,16.6,27,0
12/31/2021,21.1,17,25.4,0
1/1/2022,19.9,16,24.8,0
1/2/2022,19.4,15,25,0
1/3/2022,18.7,13,26,0
1/4/2022,18.9,13,26,0
1/5/2022,19.4,12,27,0
1/6/2022,20.8,14,29,0
1/7/2022,20.7,15,27.2,0
1/8/2022,20,14,27.4,0
1/9/2022,20.8,14,28,0
1/10/2022,21.9,16,28,0
1/11/2022,22.1,18,28,0
1/12/2022,19.3,18,21.6,7.1
1/13/2022,21,17.2,23.8,5.1
1/14/2022,20.3,17.6,24,7.9
1/15/2022,20.6,16.4,25,0
1/16/2022,20.6,16.2,25,0
1/17/2022,19.4,16.4,24,0
1/18/2022,19,14.4,26,0
1/19/2022,19.4,14,26,0
1/20/2022,20.3,14,27,0
1/21/2022,22.1,17,29,0.2
1/22/2022,23.6,20,29,0
1/23/2022,22.8,18,27,2
1/24/2022,21.3,18,25.6,15
1/25/2022,21.1,18,25,0
1/26/2022,22.6,18,28,0.4
1/27/2022,20.5,17,25,0
1/28/2022,18.3,13,24.4,0
1/29/2022,17.9,13,25.2,0
1/30/2022,19.3,12,27,0
1/31/2022,20.8,13,29,0
2/1/2022,22.8,15.6,30,0
2/2/2022,23.4,16,30.6,0
2/3/2022,23.7,19,29.4,0
2/4/2022,23.9,21,28.4,8.9
2/5/2022,19.8,16,26.6,2
2/6/2022,20.1,12.3,28,0
2/7/2022,21.5,14,29,0
2/8/2022,23,16,30,0
2/9/2022,23.2,17,30.8,0
2/10/2022,23.4,17,29.8,1.1
2/11/2022,22.7,18.7,27.4,0.1
2/12/2022,21.4,16,27.6,0
2/13/2022,20.6,15,27.4,0
2/14/2022,20.7,13,28,0
2/15/2022,21.8,15,29.8,0
2/16/2022,22.6,16,30.4,0
2/17/2022,23.2,18,29.8,0
2/18/2022,23.9,18.5,29.4,3
2/19/2022,24.9,18,31,0
2/20/2022,25.2,22.8,31,0.5
2/21/2022,25.1,20,32,0
2/22/2022,24.9,19,32,0
2/23/2022,25.6,22,31.4,0
2/24/2022,25.3,20,32,0
2/25/2022,25.3,21,32,0
2/26/2022,25.7,21,31.8,0.2
2/27/2022,25.4,21,33,0
2/28/2022,26.1,20,34,0
3/1/2022,25.7,20,32.8,0
3/2/2022,26,20,32.4,0
3/3/2022,26.4,21,33,0
3/4/2022,27,22,33.8,0
3/5/2022,27.2,21,34,0
3/6/2022,27,20,34,0
3/7/2022,27.3,23,33.6,0
3/8/2022,27.5,22.8,35,0
3/9/2022,27.6,22.2,35,0
3/10/2022,27.7,21,35.2,0
3/11/2022,28.2,22,35.3,0
3/12/2022,28.3,23,35,0
3/13/2022,28.2,22,36,0
3/14/2022,28,22,36,0
3/15/2022,28.7,21,37,0
3/16/2022,28.8,23,36.6,0
3/17/2022,28.5,24,35,0.1
3/18/2022,28.6,24,36.2,0
3/19/2022,28.2,21.4,36.4,0
3/20/2022,28.4,22.6,35.6,0
3/21/2022,29.2,24.6,36.6,0
3/22/2022,29.7,25,37,0
3/23/2022,29.4,26,36.6,0.4
3/24/2022,29,27,34.2,0.7
3/25/2022,28.9,25.8,35.2,0
3/26/2022,29.9,27,35.8,0
3/27/2022,30.5,27,38,0
3/28/2022,30,27,36.8,0.2
3/29/2022,29.7,27,35,0
3/30/2022,29.4,27,34.2,0
3/31/2022,29.6,27,34.2,0
4/1/2022,29.2,27,32.8,0.1
4/2/2022,29,27,34,0
4/3/2022,29.2,26.8,35,0
4/4/2022,29.1,27,33.2,0
4/5/2022,28.8,26,34,0
4/6/2022,28.8,25.8,34,0
4/7/2022,28.9,25.6,34.8,0
4/8/2022,29.1,25,36.4,0
4/9/2022,29.9,26.8,36.6,0
4/10/2022,29.9,27,36,0
4/11/2022,29.6,25.8,35.6,0
4/12/2022,29.7,27,35.6,0
4/13/2022,30.3,27,37.6,0
4/14/2022,30.7,27,37.8,0
4/15/2022,30.3,26,38.2,0
4/16/2022,31.5,26,38,0
4/17/2022,29.5,25,38.6,0
4/18/2022,30.8,26,39.2,0
4/19/2022,30.3,27,36.6,0
4/20/2022,30.3,27.6,37.1,0
4/21/2022,30.3,28,35.2,0
4/22/2022,32.2,28,40,2
4/23/2022,32,26.4,41.2,0.1
4/24/2022,32.5,27,43,0
4/25/2022,32,27.2,39.4,0
4/26/2022,31.4,26.6,38,0
4/27/2022,31.2,26.6,38.6,0
4/28/2022,31.6,28,39,0
4/29/2022,31.5,28,39,0.5
4/30/2022,31,28,37.2,0
5/1/2022,30,26.8,33.8,0
5/2/2022,31.1,26.5,37.7,0
5/3/2022,30.7,22,38.6,12.2
5/4/2022,30.4,21.4,38.2,18
5/5/2022,28.8,24.6,36.2,0
5/6/2022,27.1,21.8,34,37.1
5/7/2022,29.7,24.9,36,0
5/8/2022,30.2,25.4,37,0
5/9/2022,28.4,26,35.5,0
5/10/2022,28.7,26,33.4,6.1
5/11/2022,28.3,24.6,32.8,36.1
5/12/2022,29.9,24.8,34.4,7.9
5/13/2022,30.2,26.7,35.2,2
5/14/2022,30.2,27.3,35.5,0
5/15/2022,30.8,28,35,0
5/16/2022,30.7,28,35.4,0
5/17/2022,30.7,28,36.2,0
5/18/2022,30.6,28,35.6,0
5/19/2022,30.9,28.8,36,0
5/20/2022,31.3,26.4,37.6,0
5/21/2022,31.1,27,36.4,0
5/22/2022,26.7,22.2,32,36.1
5/23/2022,29.9,25,35.6,1
5/24/2022,28.7,21,34.2,17
5/25/2022,30.4,24.6,36.2,0
5/26/2022,31.2,27,36.2,0
5/27/2022,31.9,28,38,0
5/28/2022,32.3,28,38,0.5
5/29/2022,31.9,26.6,37.6,0.4
5/30/2022,29.9,24.4,34.6,10.9
5/31/2022,32.1,27.7,38,0
6/1/2022,30.8,27.9,36,0
6/2/2022,31.4,28,36.4,0
6/3/2022,31.3,28,36,0
6/4/2022,30.8,24,35.4,0
6/5/2022,29.7,22.9,33.8,17
6/6/2022,30.1,25.2,35.6,0
6/7/2022,31,28,36,0
6/8/2022,31.4,29,35.4,0
6/9/2022,30.7,29.6,32.4,0
6/10/2022,29.3,28,31,0
6/11/2022,28.3,27.2,32.5,0
6/12/2022,30.8,25.7,37.6,0
6/13/2022,32.2,27,38,3.6
6/14/2022,31.1,27.8,36.8,10.4
6/15/2022,30,26.8,35.4,3.4
6/16/2022,30.8,27,36.4,0.9
6/17/2022,29.5,26.8,34.2,0.7
6/18/2022,30.5,28,35.6,2.1
6/19/2022,29.4,25,37,17.6
6/20/2022,27.6,23,33.6,14.6
6/21/2022,28.8,24.4,33.4,13
6/22/2022,27.9,24.8,33,13.4
6/23/2022,28.6,26,33.4,4.6
6/24/2022,28.2,26,30.4,10.3
6/25/2022,28.8,24.8,32.6,0
6/26/2022,30.6,26,35.6,0
6/27/2022,29.9,26.5,35.3,0.3
6/28/2022,28.4,27,34,0.5
6/29/2022,29.7,25.6,36.1,6.1
6/30/2022,29.6,27.4,33.7,0.8
7/1/2022,29.8,28,35,3
7/2/2022,28.9,25.6,33,0.8
7/3/2022,29.3,26,34.7,0
7/4/2022,28.4,27,34.8,0
7/5/2022,26.6,26,28.2,50
7/6/2022,28.1,24.7,31.8,24.9
7/7/2022,27.4,25.2,33,8.9
7/8/2022,28.2,24.9,32.8,23.1
7/9/2022,28.2,25.4,33.3,11.9
7/10/2022,28.7,25.5,33.1,7.9
7/11/2022,28.2,26,31.4,0
7/12/2022,28.2,25.8,32.2,8.9
7/13/2022,27.6,26,31.8,5.1
7/14/2022,27.3,25.4,30.9,49
7/15/2022,27.8,25.6,31.5,5.1
7/16/2022,26.3,24.8,28,49
7/17/2022,27.6,24.4,30.6,42.9
7/18/2022,28.1,24.4,32,22.1
7/19/2022,28.7,25.4,33.6,2
7/20/2022,27.2,24.8,31.2,37.1
7/21/2022,27.8,24.5,30.7,9.9
7/22/2022,28.3,26.8,30.2,2
7/23/2022,27.1,24.5,29.7,6.1
7/24/2022,27.6,24.2,30.3,35.1
7/25/2022,26.9,23.9,29.4,23.9
7/26/2022,28.1,25,32,19.1
7/27/2022,29.2,25.4,34.2,0.3
7/28/2022,29.7,25.6,35.1,0
7/29/2022,30.1,26.8,35,0.8
7/30/2022,30.4,27,35,1.4
7/31/2022,30.4,28,34.2,1.3
8/1/2022,29.7,25,34.8,9.3
8/2/2022,29.9,26,34,12.9
8/3/2022,29.5,27.8,32.4,1.4
8/4/2022,28.5,27,32.8,5.5
8/5/2022,28.3,26,31.6,25.1
8/6/2022,27,25,29,45.5
8/7/2022,28.1,26,31.6,23.5
8/8/2022,27.8,26.6,31.4,20.8
8/9/2022,27.2,24.8,28.3,75.9
8/10/2022,26.2,24.6,28.4,4.1
8/11/2022,27.1,24,29.6,23.9
8/12/2022,26.6,25,28.4,4.1
8/13/2022,25.4,25,26.7,19.1
8/14/2022,25.8,23.9,27,42.9
8/15/2022,28.6,24,32,47
8/16/2022,29.3,25.8,34.2,0
8/17/2022,29.2,26,34,8.9
8/18/2022,29.9,27,33,18
8/19/2022,26.7,24.4,29.8,18
8/20/2022,28.1,24.9,31.2,1
8/21/2022,28.8,25,34.8,0
8/22/2022,27.9,24.5,33.7,5.1
8/23/2022,29.4,25,32.9,6.1
8/24/2022,26.1,25,29.6,1
8/25/2022,28.3,23.3,33.6,1
8/26/2022,29.4,25.8,33.8,0
8/27/2022,28.4,25.9,35.1,0
8/28/2022,29.2,24,33.2,34
8/29/2022,29.7,25.2,33,1.6
8/30/2022,30,27,34,1.2
8/31/2022,29.2,26.3,33,9
9/1/2022,29.6,27,33,2.1
9/2/2022,29.7,26.3,33,3.3
9/3/2022,29.2,26.1,34,9.7
9/4/2022,27.6,25.9,31.6,12.8
